CustomerID,propensity_whole_life_cluster0,propensity_term_life_cluster1
CUST00339,0.9997717528271115,7.629943992713163e-05
CUST00340,0.9999259129558551,
CUST00341,,0.2850112091573959
CUST00342,0.9999808599571187,0.9999999799032624
CUST00343,0.9999184797591927,0.0006918682883308998
CUST00344,0.9999831409391425,0.08699185918924175
CUST00345,0.9996811557842737,8.928035731474946e-05
CUST00346,0.9999795244905099,0.9999999939378041
CUST00347,0.9999899839739279,0.031211182019742226
CUST00348,0.9999626366255758,0.0008083939000544559
CUST00349,0.9995643846969127,1.9913698652661787e-07
CUST00350,0.9262710510305903,
CUST00351,0.9648699316478829,6.596561799858518e-12
CUST00352,0.9997951053082651,0.0005764829967118316
CUST00353,0.9999532103943768,0.9999839197931077
CUST00355,0.9934435637625999,7.182567183896539e-09
CUST00356,0.9999650401077316,0.38762428685709127
CUST00357,0.9999893381231602,0.9986168297838065
CUST00358,0.9999706134841372,0.999927824824438
CUST00359,0.9998520564473277,0.9992726302874588
CUST00360,0.937842109424146,5.529275333976406e-12
CUST00361,0.9999736822683316,0.9986542185273558
CUST00362,,0.8953206156282237
CUST00363,0.9999198372170613,0.9982023409213798
CUST00364,0.9997588559888166,0.9999999954665963
CUST00365,0.9992935936610482,1.3402208108294595e-06
CUST00366,0.9999617716546558,0.9989015474109941
CUST00367,0.007144981871947913,7.256852233368378e-09
CUST00368,0.9999891261647192,0.999999981532743
CUST00369,,0.15107682008661896
CUST00370,0.9999750774285352,0.6791684315872074
CUST00371,0.999988402784869,0.99999996989912
CUST00372,0.0004076652425483306,1.290671700778677e-09
CUST00373,0.9999449899523379,0.9986684859920872
CUST00374,0.9997950387479759,
CUST00375,0.9999985877029427,0.998605017405844
CUST00376,0.9997376910395103,0.0013480092208429644
CUST00377,0.8815189128649467,
CUST00378,0.9998941716877939,
CUST00379,0.9998397800709021,5.3876093616961586e-08
CUST00380,0.9999244358302495,0.9991420348590869
CUST00381,0.9999896058198371,0.9999999994248265
CUST00382,0.9998640211129296,3.7074306424776616e-05
CUST00383,0.9999404271742753,4.0755193455536244e-07
CUST00384,0.9999758560127404,0.018099064746699076
CUST00385,0.9999886524595594,0.03791847807447823
CUST00386,0.9999327595319095,0.28365581888960245
CUST00387,0.008199544696382672,
CUST00388,0.9998115737818458,0.0030788862505528925
CUST00389,0.9999211914744942,
CUST00390,0.9999963855876646,
CUST00391,0.9991444006861097,9.943790152761922e-05
CUST00392,0.9999813260987547,0.03301781492715388
CUST00393,0.9999990376719005,0.9999990738217992
CUST00394,0.9999668672937744,0.03534853408681789
CUST00395,0.9999729075253837,0.9999999949972047
CUST00396,0.9998904192202148,0.9999993677587444
CUST00398,0.9999393315045803,0.9969916590468442
CUST00399,0.7000965320221191,8.125036982121807e-14
CUST00400,0.9999959344136496,0.9998371653674593
CUST00401,0.062220092276949225,7.839902639365857e-05
CUST00402,0.9970190817569302,1.075891252770558e-09
CUST00403,0.9998682202753942,4.4750620380910546e-05
CUST00404,0.9997995912233585,0.999995714211576
CUST00405,0.9999912872708488,0.9999999384906098
CUST00406,,4.215203242210989e-06
CUST00407,0.9997081236675645,1.0075554660305062e-06
CUST00408,0.9999212507941235,2.2449669251714148e-05
CUST00409,0.9999910996343234,0.37358997866899246
CUST00410,0.9999249533073147,0.9998604766741939
CUST00411,0.9999692384248994,0.9978223993529199
CUST00412,0.9999662770181783,0.033230088195920736
CUST00413,0.9999653253604394,0.9988410932422501
CUST00414,0.9999976752493377,0.999999916043422
CUST00415,0.24844769043192638,
CUST00416,0.9930672986183311,0.00021145167682655604
CUST00417,0.9997674217949319,0.013465878723266775
CUST00419,0.9999429641079951,2.0182339700002687e-06
CUST00420,0.008432536027793454,2.288969344443814e-09
CUST00421,0.9906794870448314,1.3769259060013952e-11
CUST00422,0.9839021651256235,2.1306124873044612e-09
CUST00423,0.9962797580915275,4.867657643327492e-07
CUST00424,0.9999976295111077,
CUST00425,0.9999733966633322,
CUST00426,0.05361363231747124,1.8573155595101983e-08
CUST00427,0.9768081997772458,1.0258019085685085e-09
CUST00428,0.9998434906042242,1.6411139144033005e-09
CUST00429,0.998906631616495,
CUST00430,,0.9662122577602477
CUST00431,0.9996299762009293,
CUST00432,0.9932735425782879,0.0017825188727969461
CUST00433,0.999886606986194,0.9959637322182785
CUST00434,0.9996945627732923,0.9725874845866574
CUST00435,0.9999812406883356,
CUST00436,0.9997905042008423,0.00031634956038668123
CUST00437,0.7577678286269038,
CUST00438,,0.9999999999909286
CUST00439,0.9999635301788182,
CUST00440,0.9996329614644065,0.22998833252220316
CUST00441,0.9999829989415531,0.9972629984924248
CUST00442,0.999946484714618,0.9999975801542414
CUST00443,0.9955214559333899,1.7455000972274593e-12
CUST00444,0.9999960285200977,
CUST00445,0.9999718602163761,0.9990754871713915
CUST00446,0.021876987393667436,
CUST00447,0.9999990435584389,0.9999999882147533
CUST00448,0.9993877630850808,9.712852566835886e-09
CUST00449,0.9999914541068609,
CUST00450,0.9998964923131309,0.09744443719316578
CUST00451,0.9951074531855544,4.94023196806383e-06
CUST00452,,0.5106552696328995
CUST00453,0.9999386170188566,0.9993855747514827
CUST00454,0.088381350265191,6.80700984831076e-09
CUST00455,0.9999988251211352,0.9999999970566593
CUST00456,0.9999851006990153,0.8437996810101037
CUST00457,0.99996288618539,0.0026645515428819254
CUST00458,0.9999800193445724,0.9992103164153285
CUST00459,0.9999929200946445,0.9999986602560448
CUST00460,0.9999933113680345,
CUST00461,,0.9915205063901034
CUST00462,0.9999321264221671,0.024659857905765154
CUST00463,0.999863128293386,
CUST00464,0.9999567387763098,0.9997132565003152
CUST00465,0.9953487646791357,2.902467931438517e-07
CUST00466,0.9999414472977196,
CUST00467,0.9999929246924478,0.9999999869312513
CUST00468,0.9992238872325072,0.9999999901523814
CUST00469,0.9998534094144534,0.034982259843963005
CUST00470,0.9999254327114747,0.011245768443937891
CUST00471,0.9999909921384019,
CUST00472,0.9955317707820901,0.9999995920281913
CUST00473,0.9999935028225235,0.9999952266118908
CUST00474,0.999962046525558,
CUST00475,0.9993590095575924,8.235192997686397e-09
CUST00476,0.9955194522113144,
CUST00477,0.9945224824603723,9.408972829834945e-08
CUST00478,0.9999974864771801,0.9999999475540721
CUST00479,0.9999140382578746,0.9933723037223623
CUST00480,0.9997736346741679,1.7316999539651603e-12
CUST00481,0.4926770621388407,9.604035340814134e-12
CUST00482,0.9998057346009493,0.9981618225361891
CUST00483,0.9999861047160059,
CUST00484,0.9999901518299726,0.0022086121085265966
CUST00485,0.999970446945055,
CUST00486,0.9998956888738281,0.9999992139118641
CUST00487,0.9997895214216248,0.010261425844721311
CUST00488,0.7119796914680249,9.481131136372014e-09
CUST00489,0.9999888072921416,0.9999999902678091
CUST00490,0.9998882706551255,0.999999957056844
CUST00491,0.9999959027212327,0.9999960739014044
CUST00492,0.9997994829950553,
CUST00493,0.9998037257609669,3.3427818292652133e-06
CUST00494,0.999870875489551,0.9999519833055353
CUST00496,0.9995697952091752,4.90235921649705e-09
CUST00497,0.9999793020310707,0.999998433334061
CUST00498,0.9999264157193097,0.9998799282768103
CUST00499,0.999983649266533,0.9999999892025321
CUST00500,0.9999599157411121,0.0011177927645430873
CUST00501,0.9999779394399494,
CUST00502,0.9998642905519742,0.006019601383366206
CUST00503,0.9893945299688504,0.0013963507166452375
CUST00504,0.9999848300068863,4.497545284312019e-05
CUST00505,0.9967323181197606,4.4299526376928266e-08
CUST00506,0.19304224381573792,2.463436544057673e-08
CUST00507,0.9996386695959198,7.49245854345737e-08
CUST00508,,7.749648566386495e-08
CUST00509,0.9995252433679862,0.00010703295894571164
CUST00510,0.999917767801657,2.982998821534681e-06
CUST00511,0.9999877633097378,0.9999998014045263
CUST00512,0.9910864066381146,3.059507315160319e-07
CUST00513,0.05036991451782023,5.375213274366631e-07
CUST00514,0.9999677640340232,
CUST00515,0.9999803291476135,0.22476423201096524
CUST00516,0.9993135709976484,4.833166398750659e-06
CUST00517,0.9970836795311177,3.946077318362795e-07
CUST00518,0.9977224764817546,2.0679116233855377e-06
CUST00519,0.9999557055458239,
CUST00520,0.999991870659737,0.9999970655453495
CUST00521,0.06165307427823442,1.6076195729964812e-08
CUST00522,0.9999985594862014,0.9999999847360279
CUST00523,0.04844051658463827,4.2953888305810346e-08
CUST00524,0.9999907272311401,0.9999999699015638
CUST00525,0.9996635435077552,2.9154874245692687e-07
CUST00526,0.9995794740853357,
CUST00527,,0.4411236312675036
CUST00528,0.9999815196113089,0.9993673483849895
CUST00529,0.9923065905143468,0.6762599414085477
CUST00530,0.9998339555991922,
CUST00531,0.9997706299515258,0.943036042498326
CUST00532,,2.2200709055087686e-11
CUST00533,0.9996027349271969,0.9999321754412241
CUST00534,0.005526544650637509,2.5413995911763674e-11
CUST00535,0.9997739761159599,0.04245871839747656
CUST00536,0.9999443491857759,0.9702257519115589
CUST00537,0.9997277323949993,
CUST00538,0.9988669549275477,8.8670814814211e-08
CUST00539,0.9950830210274972,9.173553341491237e-09
CUST00540,0.9999939274328498,0.9999999993061539
CUST00541,0.9996138890059174,0.9959968565712354
CUST00542,0.9993318677563777,0.0003018688503398719
CUST00543,0.9999404406258124,
CUST00544,0.9996708349102756,
CUST00545,0.9999216659414719,0.00016891624841551797
CUST00546,0.9996977967995325,3.34139539500295e-08
CUST00547,0.9999569339319179,0.09242461960153463
CUST00548,0.9947148396035574,1.042482884987546e-07
CUST00549,0.9999643919105775,
CUST00550,0.9999978599743298,0.9999999829525325
CUST00551,0.9999896229432951,0.9999066292514006
CUST00552,0.9991048500208531,5.856111801870965e-08
CUST00553,0.9999778664697977,0.999999972368398
CUST00554,,0.00027403069759063486
CUST00555,,0.005005713944298529
CUST00556,0.9996235695887974,0.023838815091425943
CUST00557,0.9999857770338171,0.9999999688507403
CUST00558,,8.25574318380881e-05
CUST00559,0.9999910791649637,0.9999999982622032
CUST00560,0.9995795683324737,0.9257276014207969
CUST00561,0.996045415903462,4.156812096491177e-06
CUST00562,0.9999681877986891,0.9999999986856298
CUST00563,0.9918836106545735,1.0170009573887469e-08
CUST00564,0.0008028319842727401,1.8863822853233292e-11
CUST00565,0.9999052754517055,0.9976806998378517
CUST00566,0.9968997691119947,
CUST00567,0.9966944049624037,2.0046859929586956e-07
CUST00568,,0.9999995730616331
CUST00569,0.9999965237137056,0.11627996832560308
CUST00570,0.9996981852354896,7.700235360778365e-07
CUST00571,0.9845806660405517,5.921633407661772e-10
CUST00572,0.9997591525193311,0.00540914446880021
CUST00573,0.9997512119573515,0.07688570780463976
CUST00574,0.9849606112965135,0.0914453902523172
CUST00575,0.9988510030284798,0.0011037744186741132
CUST00576,0.9998965966834156,0.999874954716128
CUST00577,0.9999672352631702,0.003518420511302695
CUST00578,0.9999430768310328,0.13030048453831938
CUST00579,0.0015360384669000462,2.603632093717268e-11
CUST00580,0.999861136866333,
CUST00581,0.998816695077019,1.2082294201164814e-08
CUST00582,0.3892320715651067,5.7385318644815787e-11
CUST00583,0.9999986042669232,0.9999997341500922
CUST00584,0.9997908208023992,0.9999999658194675
CUST00585,0.9994723092929931,0.9985264714026812
CUST00586,0.9999770412816866,0.9999054179375794
CUST00587,0.9999952607777051,0.9998857228378785
CUST00588,0.44916987128960306,3.4320552306580076e-14
CUST00589,0.028482912685258547,2.8630856056394297e-09
CUST00590,,0.23864751984445345
CUST00591,0.9819615212547267,2.2832079714185e-10
CUST00592,0.9999917831919074,0.9999999369859123
CUST00593,,0.9999996574413595
CUST00594,0.9985779881568143,
CUST00595,0.9999139692714527,3.85522378081812e-05
CUST00596,0.9999905328880548,0.9954264223050439
CUST00597,0.9542441726905005,5.855043399465066e-12
CUST00598,0.9999954243570965,0.9996667313946815
CUST00599,0.9999910441512668,
CUST00600,0.981146392318134,8.730430191892196e-08
CUST00601,0.9984801057228317,2.6617729874472658e-05
CUST00602,0.9999962867867395,0.9999999943140305
CUST00603,0.0017595069314903717,
CUST00604,0.9998723236444724,5.434138265411584e-05
CUST00605,0.0004228085929992626,1.6552980596560477e-14
CUST00606,0.9998352786372993,0.06864954293422183
CUST00607,0.999196812216188,5.806404590200205e-06
CUST00608,0.9999920895903953,0.9999191650886163
CUST00609,0.9603995500697701,8.417850952660786e-13
CUST00610,0.9989281583381535,2.4684394751152073e-09
CUST00611,0.06957463196217058,5.5732448880827536e-11
CUST00612,0.9999956003011501,0.9997177548898629
CUST00613,0.9999534806585048,0.934394900015013
CUST00614,0.991313856450693,
CUST00615,0.9999134473053801,
CUST00616,0.999977357724401,0.9997849647720376
CUST00617,0.999752172762907,0.880113314842625
CUST00618,0.9996191111498125,1.9036692383417416e-10
CUST00619,0.9999882124880208,0.9993317350284573
CUST00620,1.420424261238485e-07,
CUST00621,0.9992733911015347,0.03581697982685842
