CustomerID,cluster
CUST00322,1
CUST00323,0
CUST00324,1
CUST00325,0
CUST00326,1
CUST00327,0
CUST00328,1
CUST00329,0
CUST00330,0
CUST00331,1
CUST00332,1
CUST00333,1
CUST00334,0
CUST00335,1
CUST00336,0
CUST00337,0
CUST00338,0
CUST00339,1
CUST00340,0
CUST00341,0
CUST00342,0
CUST00343,1
CUST00344,0
CUST00345,1
CUST00346,0
CUST00347,0
CUST00348,1
CUST00349,1
CUST00350,1
CUST00351,1
CUST00352,1
CUST00353,0
CUST00354,0
CUST00355,1
CUST00356,0
CUST00357,0
CUST00358,0
CUST00359,0
CUST00360,1
CUST00361,0
CUST00362,0
CUST00363,0
CUST00364,0
CUST00365,1
CUST00366,0
CUST00367,1
CUST00368,0
CUST00369,0
CUST00370,0
CUST00371,0
CUST00372,1
CUST00373,0
CUST00374,0
CUST00375,0
CUST00376,1
CUST00377,1
CUST00378,0
CUST00379,1
CUST00380,0
CUST00381,0
CUST00382,1
CUST00383,1
CUST00384,0
CUST00385,0
CUST00386,0
CUST00387,1
CUST00388,1
CUST00389,0
CUST00390,0
CUST00391,1
CUST00392,0
CUST00393,0
CUST00394,0
CUST00395,0
CUST00396,0
CUST00397,1
CUST00398,0
CUST00399,1
CUST00400,0
CUST00401,1
CUST00402,1
CUST00403,1
CUST00404,0
CUST00405,0
CUST00406,0
CUST00407,1
CUST00408,1
CUST00409,0
CUST00410,0
CUST00411,0
CUST00412,0
CUST00413,0
CUST00414,0
CUST00415,1
CUST00416,1
CUST00417,0
CUST00418,0
CUST00419,1
CUST00420,1
CUST00421,1
CUST00422,1
CUST00423,1
CUST00424,0
CUST00425,1
CUST00426,1
CUST00427,1
CUST00428,1
CUST00429,1
CUST00430,0
CUST00431,1
CUST00432,1
CUST00433,0
CUST00434,0
CUST00435,0
CUST00436,1
CUST00437,1
CUST00438,0
CUST00439,0
CUST00440,0
CUST00441,0
CUST00442,0
CUST00443,1
CUST00444,0
CUST00445,0
CUST00446,1
CUST00447,0
CUST00448,1
CUST00449,0
CUST00450,0
CUST00451,1
CUST00452,0
CUST00453,0
CUST00454,1
CUST00455,0
CUST00456,0
CUST00457,1
CUST00458,0
CUST00459,0
CUST00460,0
CUST00461,0
CUST00462,0
CUST00463,1
CUST00464,0
CUST00465,1
CUST00466,0
CUST00467,0
CUST00468,0
CUST00469,0
CUST00470,0
CUST00471,0
CUST00472,0
CUST00473,0
CUST00474,1
CUST00475,1
CUST00476,1
CUST00477,1
CUST00478,0
CUST00479,0
CUST00480,1
CUST00481,1
CUST00482,0
CUST00483,0
CUST00484,1
CUST00485,0
CUST00486,0
CUST00487,1
CUST00488,1
CUST00489,0
CUST00490,0
CUST00491,0
CUST00492,1
CUST00493,1
CUST00494,0
CUST00495,1
CUST00496,1
CUST00497,0
CUST00498,0
CUST00499,0
CUST00500,0
CUST00501,0
CUST00502,0
CUST00503,1
CUST00504,1
CUST00505,1
CUST00506,1
CUST00507,1
CUST00508,1
CUST00509,1
CUST00510,1
CUST00511,0
CUST00512,1
CUST00513,1
CUST00514,0
CUST00515,0
CUST00516,1
CUST00517,1
CUST00518,1
CUST00519,0
CUST00520,0
CUST00521,1
CUST00522,0
CUST00523,1
CUST00524,0
CUST00525,1
CUST00526,0
CUST00527,0
CUST00528,0
CUST00529,0
CUST00530,0
CUST00531,0
CUST00532,1
CUST00533,0
CUST00534,1
CUST00535,1
CUST00536,0
CUST00537,1
CUST00538,1
CUST00539,1
CUST00540,0
CUST00541,0
CUST00542,1
CUST00543,1
CUST00544,1
CUST00545,1
CUST00546,1
CUST00547,0
CUST00548,1
CUST00549,0
CUST00550,0
CUST00551,0
CUST00552,1
CUST00553,0
CUST00554,1
CUST00555,0
CUST00556,0
CUST00557,0
CUST00558,0
CUST00559,0
CUST00560,0
CUST00561,1
CUST00562,0
CUST00563,1
CUST00564,1
CUST00565,0
CUST00566,1
CUST00567,1
CUST00568,0
CUST00569,0
CUST00570,1
CUST00571,1
CUST00572,1
CUST00573,0
CUST00574,0
CUST00575,1
CUST00576,0
CUST00577,0
CUST00578,0
CUST00579,1
CUST00580,1
CUST00581,1
CUST00582,1
CUST00583,0
CUST00584,0
CUST00585,0
CUST00586,0
CUST00587,0
CUST00588,1
CUST00589,1
CUST00590,0
CUST00591,1
CUST00592,0
CUST00593,0
CUST00594,1
CUST00595,1
CUST00596,0
CUST00597,1
CUST00598,0
CUST00599,0
CUST00600,1
CUST00601,1
CUST00602,0
CUST00603,1
CUST00604,1
CUST00605,1
CUST00606,0
CUST00607,1
CUST00608,0
CUST00609,1
CUST00610,1
CUST00611,1
CUST00612,0
CUST00613,0
CUST00614,1
CUST00615,0
CUST00616,0
CUST00617,0
CUST00618,1
CUST00619,0
CUST00620,1
CUST00621,0
CUST00622,1
CUST00623,0
CUST00624,1
CUST00625,0
CUST00626,1
CUST00627,0
CUST00628,1
CUST00629,1
CUST00630,1
CUST00631,0
CUST00632,1
CUST00633,1
CUST00634,1
CUST00635,0
CUST00636,1
CUST00637,0
CUST00638,1
CUST00639,1
CUST00640,1
CUST00641,0
CUST00642,0
CUST00643,1
CUST00644,0
CUST00645,1
CUST00646,1
CUST00647,0
CUST00648,0
CUST00649,0
CUST00650,0
CUST00651,1
CUST00652,1
CUST00653,0
CUST00654,0
CUST00655,0
CUST00656,0
CUST00657,0
CUST00658,0
CUST00659,0
CUST00660,1
CUST00661,1
CUST00662,0
CUST00663,0
CUST00664,0
CUST00665,0
CUST00666,0
CUST00667,1
CUST00668,1
CUST00669,0
CUST00670,1
CUST00671,0
CUST00672,0
CUST00673,0
CUST00674,0
CUST00675,1
CUST00676,0
CUST00677,0
CUST00678,0
CUST00679,1
CUST00680,1
CUST00681,0
CUST00682,0
CUST00683,0
CUST00684,0
CUST00685,0
CUST00686,1
CUST00687,0
CUST00688,0
CUST00689,0
CUST00690,0
CUST00691,1
CUST00692,0
CUST00693,1
CUST00694,0
CUST00695,0
CUST00696,1
CUST00697,0
CUST00698,0
CUST00699,1
CUST00700,1
CUST00701,0
CUST00702,1
CUST00703,0
CUST00704,0
CUST00705,1
CUST00706,1
CUST00707,0
CUST00708,1
CUST00709,1
CUST00710,0
CUST00711,0
CUST00712,0
CUST00713,0
CUST00714,0
CUST00715,0
CUST00716,1
CUST00717,1
CUST00718,1
CUST00719,1
CUST00720,0
CUST00721,0
CUST00722,1
CUST00723,0
CUST00724,1
CUST00725,1
CUST00726,1
CUST00727,1
CUST00728,1
CUST00729,0
CUST00730,0
CUST00731,0
CUST00732,0
CUST00733,0
CUST00734,1
CUST00735,0
CUST00736,1
CUST00737,0
CUST00738,1
CUST00739,1
CUST00740,1
CUST00741,0
CUST00742,0
CUST00743,1
CUST00744,0
CUST00745,1
CUST00746,0
CUST00747,1
CUST00748,0
CUST00749,0
CUST00750,1
CUST00751,0
CUST00752,0
CUST00753,0
CUST00754,0
CUST00755,1
CUST00756,0
CUST00757,1
CUST00758,1
CUST00759,0
CUST00760,0
CUST00761,0
CUST00762,1
CUST00763,0
CUST00764,0
CUST00765,1
CUST00766,0
CUST00767,0
CUST00768,1
CUST00769,1
CUST00770,1
CUST00771,0
CUST00772,0
CUST00773,0
CUST00774,0
CUST00775,0
CUST00776,0
CUST00777,1
CUST00778,0
CUST00779,0
CUST00780,0
CUST00781,0
CUST00782,0
CUST00783,0
CUST00784,0
CUST00785,0
CUST00786,0
CUST00787,0
CUST00788,1
CUST00789,1
CUST00790,1
CUST00791,0
CUST00792,0
CUST00793,0
CUST00794,0
CUST00795,0
CUST00796,0
CUST00797,0
CUST00798,0
CUST00799,1
CUST00800,1
CUST00801,1
CUST00802,0
CUST00803,1
CUST00804,1
CUST00805,0
CUST00806,0
CUST00807,0
CUST00808,1
CUST00809,1
CUST00810,1
CUST00811,0
CUST00812,1
CUST00813,0
CUST00814,0
CUST00815,0
CUST00816,1
CUST00817,1
CUST00818,1
CUST00819,0
CUST00820,1
CUST00821,1
CUST00822,1
CUST00823,1
CUST00824,0
CUST00825,0
CUST00826,0
CUST00827,0
CUST00828,1
CUST00829,0
CUST00830,0
CUST00831,1
CUST00832,0
CUST00833,0
CUST00834,0
CUST00835,0
CUST00836,1
CUST00837,0
CUST00838,0
CUST00839,0
CUST00840,0
CUST00841,0
CUST00842,1
CUST00843,0
CUST00844,1
CUST00845,0
CUST00846,0
CUST00847,1
CUST00848,0
CUST00849,0
CUST00850,1
CUST00851,0
CUST00852,1
CUST00853,1
CUST00854,1
CUST00855,1
CUST00856,0
CUST00857,1
CUST00858,0
CUST00859,0
CUST00860,1
CUST00861,0
CUST00862,1
CUST00863,0
CUST00864,0
CUST00865,0
CUST00866,0
CUST00867,0
CUST00868,0
CUST00869,1
CUST00870,0
CUST00871,1
CUST00872,0
CUST00873,0
CUST00874,1
CUST00875,1
CUST00876,0
CUST00877,0
CUST00878,1
CUST00879,1
CUST00880,0
CUST00881,0
CUST00882,1
CUST00883,0
CUST00884,1
CUST00885,0
CUST00886,0
CUST00887,0
CUST00888,1
CUST00889,0
CUST00890,1
CUST00891,0
CUST00892,1
CUST00893,0
CUST00894,1
CUST00895,0
CUST00896,1
CUST00897,0
CUST00898,1
CUST00899,1
CUST00900,1
CUST00901,0
CUST00902,1
CUST00903,0
CUST00904,1
CUST00905,1
CUST00906,0
CUST00907,1
CUST00908,0
CUST00909,1
CUST00910,1
CUST00911,1
CUST00912,0
CUST00913,0
CUST00914,0
CUST00915,0
CUST00916,1
CUST00917,0
CUST00918,1
CUST00919,1
CUST00920,0
CUST00921,0
CUST00922,1
CUST00923,1
CUST00924,1
CUST00925,1
CUST00926,0
CUST00927,0
CUST00928,1
CUST00929,1
CUST00930,0
CUST00931,0
CUST00932,1
CUST00933,1
CUST00934,0
CUST00935,1
CUST00936,1
CUST00937,1
CUST00938,0
CUST00939,0
CUST00940,1
CUST00941,0
CUST00942,0
CUST00943,0
CUST00944,0
CUST00945,0
CUST00946,0
CUST00947,0
CUST00948,0
CUST00949,0
CUST00950,1
CUST00951,0
CUST00952,0
CUST00953,1
CUST00954,1
CUST00955,1
CUST00956,1
CUST00957,0
CUST00958,0
CUST00959,0
CUST00960,0
CUST00961,0
CUST00962,0
CUST00963,0
CUST00964,1
CUST00965,0
CUST00966,0
CUST00967,1
CUST00968,0
CUST00969,0
CUST00970,0
CUST00971,1
CUST00972,0
CUST00973,1
CUST00974,1
CUST00975,1
CUST00976,0
CUST00977,1
CUST00978,1
CUST00979,0
CUST00980,1
CUST00981,1
CUST00982,0
CUST00983,0
CUST00984,0
CUST00985,1
CUST00986,0
CUST00987,1
CUST00988,1
CUST00989,0
CUST00990,1
CUST00991,0
CUST00992,0
CUST00993,1
CUST00994,1
CUST00995,1
CUST00996,0
CUST00997,1
CUST00998,0
CUST00999,1
CUST01000,1
CUST01001,0
CUST01002,1
CUST01003,1
CUST01004,0
CUST01005,0
CUST01006,0
CUST01007,0
CUST01008,1
CUST01009,1
CUST01010,1
CUST01011,1
CUST01012,1
CUST01013,1
CUST01014,0
CUST01015,0
CUST01016,1
CUST01017,1
CUST01018,0
CUST01019,0
CUST01020,1
CUST01021,1
CUST01022,0
CUST01023,0
CUST01024,0
CUST01025,0
CUST01026,0
CUST01027,0
CUST01028,0
CUST01029,0
CUST01030,0
CUST01031,0
CUST01032,1
CUST01033,1
CUST01034,0
CUST01035,1
CUST01036,0
CUST01037,1
CUST01038,0
CUST01039,0
CUST01040,0
CUST01041,1
CUST01042,0
CUST01043,1
CUST01044,0
CUST01045,1
CUST01046,0
CUST01047,1
CUST01048,0
CUST01049,1
CUST01050,1
CUST01051,1
CUST01052,1
CUST01053,1
CUST01054,0
CUST01055,0
CUST01056,1
CUST01057,0
CUST01058,0
CUST01059,0
CUST01060,0
CUST01061,0
CUST01062,1
CUST01063,1
CUST01064,0
CUST01065,1
CUST01066,0
CUST01067,0
CUST01068,0
CUST01069,0
CUST01070,1
CUST01071,1
CUST01072,1
CUST01073,1
CUST01074,0
CUST01075,1
CUST01076,1
CUST01077,0
CUST01078,1
CUST01079,1
CUST01080,1
CUST01081,0
CUST01082,1
CUST01083,1
CUST01084,0
CUST01085,1
CUST01086,1
CUST01087,1
CUST01088,1
CUST01089,0
CUST01090,1
CUST01091,1
CUST01092,0
CUST01093,0
CUST01094,0
CUST01095,0
CUST01096,0
CUST01097,1
CUST01098,0
CUST01099,1
CUST01100,1
CUST01101,1
CUST01102,0
CUST01103,1
CUST01104,0
CUST01105,1
CUST01106,0
CUST01107,1
CUST01108,0
CUST01109,0
CUST01110,0
CUST01111,0
CUST01112,1
CUST01113,0
CUST01114,1
CUST01115,0
CUST01116,1
CUST01117,0
CUST01118,0
CUST01119,1
CUST01120,0
CUST01121,1
CUST01122,0
CUST01123,1
CUST01124,1
CUST01125,1
CUST01126,0
CUST01127,1
CUST01128,0
CUST01129,0
CUST01130,0
CUST01131,0
CUST01132,1
CUST01133,0
CUST01134,1
CUST01135,1
CUST01136,0
CUST01137,1
CUST01138,0
CUST01139,1
CUST01140,1
CUST01141,0
CUST01142,1
CUST01143,0
CUST01144,0
CUST01145,1
CUST01146,0
CUST01147,0
CUST01148,1
CUST01149,1
CUST01150,0
CUST01151,1
CUST01152,0
CUST01153,0
CUST01154,0
CUST01155,1
CUST01156,1
CUST01157,1
CUST01158,1
CUST01159,1
CUST01160,0
CUST01161,0
CUST01162,1
CUST01163,1
CUST01164,0
CUST01165,0
CUST01166,0
CUST01167,1
CUST01168,0
CUST01169,1
CUST01170,1
CUST01171,1
CUST01172,1
CUST01173,1
CUST01174,0
CUST01175,1
CUST01176,1
CUST01177,0
CUST01178,1
CUST01179,0
CUST01180,0
CUST01181,0
CUST01182,0
CUST01183,1
CUST01184,1
CUST01185,1
CUST01186,0
CUST01187,1
CUST01188,1
CUST01189,0
CUST01190,0
CUST01191,1
CUST01192,0
CUST01193,1
CUST01194,0
CUST01195,1
CUST01196,0
CUST01197,0
CUST01198,1
CUST01199,1
CUST01200,0
CUST01201,0
CUST01202,1
CUST01203,0
CUST01204,1
CUST01205,1
CUST01206,1
CUST01207,0
CUST01208,0
CUST01209,0
CUST01210,1
CUST01211,0
CUST01212,1
CUST01213,1
CUST01214,0
CUST01215,1
CUST01216,0
CUST01217,1
CUST01218,0
CUST01219,0
CUST01220,1
CUST01221,0
CUST01222,1
CUST01223,1
CUST01224,0
CUST01225,0
CUST01226,0
CUST01227,0
CUST01228,1
CUST01229,1
CUST01230,1
CUST01231,1
CUST01232,1
CUST01233,0
CUST01234,0
CUST01235,0
CUST01236,1
CUST01237,0
CUST01238,1
CUST01239,0
CUST01240,1
CUST01241,0
CUST01242,0
CUST01243,0
CUST01244,1
CUST01245,0
CUST01246,0
CUST01247,0
CUST01248,1
CUST01249,0
CUST01250,1
CUST01251,1
CUST01252,1
CUST01253,1
CUST01254,0
CUST01255,0
CUST01256,0
CUST01257,0
CUST01258,0
CUST01259,0
CUST01260,1
CUST01261,0
CUST01262,1
CUST01263,0
CUST01264,1
CUST01265,1
CUST01266,1
CUST01267,0
CUST01268,1
CUST01269,0
CUST01270,1
CUST01271,1
CUST01272,1
CUST01273,1
CUST01274,0
CUST01275,1
CUST01276,1
CUST01277,0
CUST01278,0
CUST01279,1
CUST01280,0
CUST01281,1
CUST01282,0
CUST01283,1
CUST01284,1
CUST01285,1
CUST01286,1
CUST01287,0
CUST01288,0
CUST01289,0
CUST01290,0
CUST01291,0
CUST01292,1
CUST01293,1
CUST01294,0
CUST01295,1
CUST01296,1
CUST01297,0
CUST01298,0
CUST01299,0
CUST01300,0
CUST01301,0
CUST01302,1
CUST01303,0
CUST01304,0
CUST01305,0
CUST01306,0
CUST01307,0
CUST01308,0
CUST01309,0
CUST01310,0
CUST01311,1
CUST01312,1
CUST01313,1
CUST01314,0
CUST01315,0
CUST01316,0
CUST01317,0
CUST01318,0
CUST01319,0
CUST01320,0
CUST01321,1
CUST01322,1
CUST01323,1
CUST01324,1
CUST01325,1
CUST01326,0
CUST01327,0
CUST01328,1
CUST01329,0
CUST01330,1
CUST01331,1
CUST01332,0
CUST01333,0
CUST01334,0
CUST01335,1
CUST01336,0
CUST01337,0
CUST01338,0
CUST01339,0
CUST01340,0
CUST01341,1
CUST01342,1
CUST01343,1
CUST01344,0
CUST01345,1
CUST01346,0
CUST01347,1
CUST01348,0
CUST01349,1
CUST01350,0
CUST01351,1
CUST01352,1
CUST01353,1
CUST01354,0
CUST01355,1
CUST01356,1
CUST01357,0
CUST01358,0
CUST01359,1
CUST01360,0
CUST01361,0
CUST01362,0
CUST01363,1
CUST01364,1
CUST01365,0
CUST01366,1
CUST01367,0
CUST01368,0
CUST01369,0
CUST01370,0
CUST01371,0
CUST01372,1
CUST01373,0
CUST01374,0
CUST01375,1
CUST01376,1
CUST01377,1
CUST01378,0
CUST01379,0
CUST01380,0
CUST01381,1
CUST01382,0
CUST01383,1
CUST01384,0
CUST01385,0
CUST01386,0
CUST01387,0
CUST01388,1
CUST01389,1
CUST01390,1
CUST01391,0
CUST01392,0
CUST01393,0
CUST01394,1
CUST01395,0
CUST01396,0
CUST01397,1
CUST01398,0
CUST01399,0
CUST01400,1
CUST01401,0
CUST01402,0
CUST01403,0
CUST01404,1
CUST01405,0
CUST01406,0
CUST01407,1
CUST01408,1
CUST01409,1
CUST01410,0
CUST01411,1
CUST01412,0
CUST01413,0
CUST01414,1
CUST01415,0
CUST01416,0
CUST01417,0
CUST01418,1
CUST01419,1
CUST01420,0
CUST01421,1
CUST01422,0
CUST01423,1
CUST01424,0
CUST01425,0
CUST01426,0
CUST01427,0
CUST01428,1
CUST01429,0
CUST01430,0
CUST01431,0
CUST01432,0
CUST01433,0
CUST01434,0
CUST01435,0
CUST01436,0
CUST01437,1
CUST01438,1
CUST01439,1
CUST01440,0
CUST01441,0
CUST01442,1
CUST01443,0
CUST01444,1
CUST01445,1
CUST01446,1
CUST01447,0
CUST01448,0
CUST01449,0
CUST01450,1
CUST01451,1
CUST01452,1
CUST01453,0
CUST01454,0
CUST01455,1
CUST01456,0
CUST01457,0
CUST01458,0
CUST01459,0
CUST01460,0
CUST01461,0
CUST01462,1
CUST01463,1
CUST01464,0
CUST01465,0
CUST01466,0
CUST01467,0
CUST01468,1
CUST01469,0
CUST01470,1
CUST01471,1
CUST01472,1
CUST01473,1
CUST01474,1
CUST01475,1
CUST01476,0
CUST01477,1
CUST01478,0
CUST01479,0
CUST01480,1
CUST01481,0
CUST01482,0
CUST01483,0
CUST01484,0
CUST01485,0
CUST01486,1
CUST01487,0
CUST01488,1
CUST01489,1
CUST01490,0
CUST01491,1
CUST01492,0
CUST01493,0
CUST01494,0
CUST01495,0
CUST01496,0
CUST01497,1
CUST01498,0
CUST01499,0
CUST01500,1
CUST01501,1
CUST01502,0
CUST01503,0
CUST01504,1
CUST01505,1
CUST01506,1
CUST01507,0
CUST01508,0
CUST01509,0
CUST01510,1
CUST01511,0
CUST01512,0
CUST01513,1
CUST01514,0
CUST01515,0
CUST01516,1
CUST01517,0
CUST01518,0
CUST01519,1
CUST01520,0
CUST01521,1
CUST01522,0
CUST01523,0
CUST01524,1
CUST01525,0
CUST01526,1
CUST01527,1
CUST01528,0
CUST01529,1
CUST01530,0
CUST01531,0
CUST01532,1
CUST01533,1
CUST01534,0
CUST01535,1
CUST01536,0
CUST01537,1
CUST01538,0
CUST01539,1
CUST01540,1
CUST01541,0
CUST01542,1
CUST01543,0
CUST01544,0
CUST01545,0
CUST01546,1
CUST01547,1
CUST01548,0
CUST01549,1
CUST01550,1
CUST01551,0
CUST01552,0
CUST01553,0
CUST01554,0
CUST01555,0
CUST01556,0
CUST01557,0
CUST01558,1
CUST01559,0
CUST01560,0
CUST01561,0
CUST01562,0
CUST01563,0
CUST01564,0
CUST01565,1
CUST01566,0
CUST01567,0
CUST01568,1
CUST01569,0
CUST01570,1
CUST01571,0
CUST01572,0
CUST01573,1
CUST01574,0
CUST01575,1
CUST01576,1
CUST01577,1
CUST01578,1
CUST01579,0
CUST01580,1
CUST01581,1
CUST01582,0
CUST01583,0
CUST01584,1
CUST01585,1
CUST01586,0
CUST01587,0
CUST01588,1
CUST01589,1
CUST01590,0
CUST01591,0
CUST01592,0
CUST01593,0
CUST01594,0
CUST01595,1
CUST01596,1
CUST01597,0
CUST01598,0
CUST01599,0
CUST01600,0
CUST01601,0
CUST01602,1
CUST01603,0
CUST01604,1
CUST01605,0
CUST01606,1
CUST01607,0
CUST01608,0
CUST01609,0
CUST01610,0
CUST01611,0
CUST01612,1
CUST01613,0
CUST01614,1
CUST01615,1
CUST01616,0
CUST01617,1
CUST01618,1
CUST01619,1
CUST01620,0
CUST01621,0
CUST01622,0
CUST01623,1
CUST01624,0
CUST01625,1
CUST01626,1
CUST01627,0
CUST01628,0
CUST01629,0
CUST01630,0
CUST01631,1
CUST01632,0
CUST01633,0
CUST01634,0
CUST01635,0
CUST01636,0
CUST01637,0
CUST01638,1
CUST01639,0
CUST01640,0
CUST01641,1
CUST01642,0
CUST01643,0
CUST01644,0
CUST01645,1
CUST01646,0
CUST01647,1
CUST01648,0
CUST01649,0
CUST01650,0
CUST01651,0
CUST01652,1
CUST01653,1
CUST01654,0
CUST01655,1
CUST01656,0
CUST01657,1
CUST01658,0
CUST01659,0
CUST01660,1
CUST01661,1
CUST01662,0
CUST01663,1
CUST01664,1
CUST01665,1
CUST01666,0
CUST01667,0
CUST01668,0
CUST01669,0
CUST01670,1
CUST01671,0
CUST01672,1
CUST01673,0
CUST01674,1
CUST01675,0
CUST01676,0
CUST01677,0
CUST01678,1
CUST01679,0
CUST01680,0
CUST01681,1
CUST01682,0
CUST01683,0
CUST01684,0
CUST01685,1
CUST01686,1
CUST01687,0
CUST01688,0
CUST01689,0
CUST01690,0
CUST01691,1
CUST01692,1
CUST01693,0
CUST01694,1
CUST01695,0
CUST01696,1
CUST01697,0
CUST01698,0
CUST01699,1
CUST01700,1
CUST01701,1
CUST01702,0
CUST01703,1
CUST01704,1
CUST01705,1
CUST01706,0
CUST01707,0
CUST01708,0
CUST01709,1
CUST01710,0
CUST01711,0
CUST01712,1
CUST01713,1
CUST01714,0
CUST01715,0
CUST01716,0
CUST01717,0
CUST01718,0
CUST01719,1
CUST01720,0
CUST01721,0
CUST01722,0
CUST01723,0
CUST01724,0
CUST01725,1
CUST01726,1
CUST01727,0
CUST01728,1
CUST01729,0
CUST01730,1
CUST01731,0
CUST01732,1
CUST01733,1
CUST01734,1
CUST01735,1
CUST01736,0
CUST01737,1
CUST01738,1
CUST01739,1
CUST01740,0
CUST01741,0
CUST01742,0
CUST01743,0
CUST01744,1
CUST01745,1
CUST01746,1
