Year,CustomerID,Event
2022,CUST00633,Policy Lapse
2022,CUST00633,Policy Reactivation
2022,CUST00634,Channel Drift
2022,CUST00635,Promotion
2022,CUST00636,Retirement
2022,CUST00636,Retirement Drift
2022,CUST00639,Spending Drift
2022,CUST00639,Channel Drift
2022,CUST00642,Spending Drift
2022,CUST00643,Spending Drift
2022,CUST00644,Divorce
2022,CUST00645,Job Loss
2022,CUST00652,Channel Drift
2022,CUST00653,Channel Drift
2022,CUST00654,Promotion
2022,CUST00654,Spending Drift
2022,CUST00658,Marriage
2022,CUST00661,Spending Drift
2022,CUST00663,Health Shock
2022,CUST00664,Spending Drift
2022,CUST00667,Spending Drift
2022,CUST00672,Spending Drift
2022,CUST00675,Job Loss
2022,CUST00675,Spending Drift
2022,CUST00685,Promotion
2022,CUST00686,Divorce
2022,CUST00686,Spending Drift
2022,CUST00689,Promotion
2022,CUST00691,Retirement Drift
2022,CUST00702,Retirement Drift
2022,CUST00703,Marriage
2022,CUST00704,Spending Drift
2022,CUST00708,Job Loss
2022,CUST00709,Retirement Drift
2022,CUST00719,Retirement Drift
2022,CUST00720,Channel Drift
2022,CUST00722,Retirement Drift
2022,CUST00727,Job Loss
2022,CUST00728,Retirement
2022,CUST00728,Retirement Drift
2022,CUST00731,Promotion
2022,CUST00732,Channel Drift
2022,CUST00743,Retirement
2022,CUST00743,Retirement Drift
2022,CUST00744,Spending Drift
2022,CUST00745,Retirement
2022,CUST00745,Retirement Drift
2022,CUST00746,Promotion
2022,CUST00746,Divorce
2022,CUST00746,Spending Drift
2022,CUST00748,Spending Drift
2022,CUST00750,Channel Drift
2022,CUST00751,Promotion
2022,CUST00751,Spending Drift
2022,CUST00758,Spending Drift
2022,CUST00760,Childbirth
2022,CUST00767,Promotion
2022,CUST00768,Spending Drift
2022,CUST00769,Retirement Drift
2022,CUST00770,Retirement Drift
2022,CUST00771,Spending Drift
2022,CUST00774,Retirement Drift
2022,CUST00777,Retirement
2022,CUST00777,Retirement Drift
2022,CUST00778,Promotion
2022,CUST00780,Promotion
2022,CUST00783,Channel Drift
2022,CUST00787,Promotion
2022,CUST00795,Retirement Drift
2022,CUST00800,Retirement Drift
2022,CUST00801,Retirement
2022,CUST00801,Retirement Drift
2022,CUST00805,Childbirth
2022,CUST00806,Promotion
2022,CUST00809,Spending Drift
2022,CUST00811,Channel Drift
2022,CUST00814,Promotion
2022,CUST00819,Promotion
2022,CUST00823,Spending Drift
2022,CUST00824,Promotion
2022,CUST00829,Promotion
2022,CUST00830,Promotion
2022,CUST00837,Marriage
2022,CUST00842,Channel Drift
2022,CUST00844,Retirement Drift
2022,CUST00846,Spending Drift
2022,CUST00848,Promotion
2022,CUST00849,Channel Drift
2022,CUST00851,Promotion
2022,CUST00862,Retirement Drift
2022,CUST00866,Spending Drift
2022,CUST00870,Spending Drift
2022,CUST00875,Retirement Drift
2022,CUST00877,Promotion
2022,CUST00877,Spending Drift
2022,CUST00882,Policy Lapse
2022,CUST00885,Promotion
2022,CUST00891,Policy Lapse
2022,CUST00891,Channel Drift
2022,CUST00893,Spending Drift
2022,CUST00894,Job Loss
2022,CUST00896,Job Loss
2022,CUST00898,Job Loss
2022,CUST00899,Retirement
2022,CUST00899,Retirement Drift
2022,CUST00902,Job Loss
2022,CUST00904,Retirement Drift
2022,CUST00906,Promotion
2022,CUST00907,Policy Lapse
2022,CUST00907,Spending Drift
2022,CUST00909,Divorce
2022,CUST00911,Policy Lapse
2022,CUST00917,Channel Drift
2022,CUST00921,Promotion
2022,CUST00924,Channel Drift
2022,CUST00927,Retirement Drift
2022,CUST00928,Spending Drift
2022,CUST00928,Retirement Drift
2022,CUST00929,Retirement Drift
2022,CUST00931,Spending Drift
2022,CUST00932,Retirement Drift
2022,CUST00933,Policy Lapse
2022,CUST00933,Retirement Drift
2022,CUST00934,Spending Drift
2022,CUST00938,Retirement Drift
2022,CUST00945,Spending Drift
2022,CUST00950,Retirement Drift
2022,CUST00952,Retirement Drift
2022,CUST00957,Retirement
2022,CUST00957,Retirement Drift
2022,CUST00959,Promotion
2022,CUST00960,Promotion
2022,CUST00961,Promotion
2022,CUST00963,Promotion
2022,CUST00963,Spending Drift
2022,CUST00967,Retirement
2022,CUST00967,Retirement Drift
2022,CUST00972,Spending Drift
2022,CUST00974,Retirement
2022,CUST00974,Policy Lapse
2022,CUST00974,Spending Drift
2022,CUST00974,Retirement Drift
2022,CUST00976,Channel Drift
2022,CUST00977,Policy Lapse
2022,CUST00978,Job Loss
2022,CUST00981,Retirement Drift
2022,CUST00984,Promotion
2022,CUST00991,Spending Drift
2022,CUST00994,Divorce
2022,CUST00995,Spending Drift
2022,CUST00996,Divorce
2022,CUST00997,Spending Drift
2022,CUST00997,Retirement Drift
2022,CUST01005,Spending Drift
2022,CUST01006,Promotion
2022,CUST01007,Promotion
2022,CUST01008,Job Loss
2022,CUST01008,Retirement Drift
2022,CUST01012,Retirement Drift
2022,CUST01015,Retirement Drift
2022,CUST01020,Channel Drift
2022,CUST01021,Retirement Drift
2022,CUST01024,Promotion
2022,CUST01030,Channel Drift
2022,CUST01031,Spending Drift
2022,CUST01034,Promotion
2022,CUST01034,Spending Drift
2022,CUST01037,Retirement Drift
2022,CUST01041,Spending Drift
2022,CUST01043,Channel Drift
2022,CUST01045,Retirement
2022,CUST01045,Policy Lapse
2022,CUST01045,Retirement Drift
2022,CUST01057,Divorce
2022,CUST01058,Channel Drift
2022,CUST01059,Divorce
2022,CUST01060,Promotion
2022,CUST01064,Channel Drift
2022,CUST01082,Retirement
2022,CUST01082,Retirement Drift
2022,CUST01084,Spending Drift
2022,CUST01084,Retirement Drift
2022,CUST01096,Spending Drift
2022,CUST01097,Retirement Drift
2022,CUST01099,Channel Drift
2022,CUST01099,Retirement Drift
2022,CUST01103,Retirement
2022,CUST01103,Spending Drift
2022,CUST01103,Retirement Drift
2022,CUST01104,Promotion
2022,CUST01108,Spending Drift
2022,CUST01109,Promotion
2022,CUST01109,Channel Drift
2022,CUST01110,Promotion
2022,CUST01116,Retirement Drift
2022,CUST01117,Spending Drift
2022,CUST01118,Health Shock
2022,CUST01119,Retirement
2022,CUST01119,Channel Drift
2022,CUST01119,Retirement Drift
2022,CUST01121,Retirement Drift
2022,CUST01125,Job Loss
2022,CUST01125,Retirement Drift
2022,CUST01130,Spending Drift
2022,CUST01130,Channel Drift
2022,CUST01132,Spending Drift
2022,CUST01133,Promotion
2022,CUST01134,Retirement Drift
2022,CUST01135,Spending Drift
2022,CUST01136,Promotion
2022,CUST01139,Job Loss
2022,CUST01140,Policy Lapse
2022,CUST01140,Policy Reactivation
2022,CUST01141,Retirement Drift
2022,CUST01148,Retirement Drift
2022,CUST01149,Retirement Drift
2022,CUST01150,Promotion
2022,CUST01151,Channel Drift
2022,CUST01152,Spending Drift
2022,CUST01154,Channel Drift
2022,CUST01155,Retirement Drift
2022,CUST01158,Retirement
2022,CUST01158,Retirement Drift
2022,CUST01163,Channel Drift
2022,CUST01167,Spending Drift
2022,CUST01168,Divorce
2022,CUST01168,Spending Drift
2022,CUST01170,Spending Drift
2022,CUST01175,Retirement Drift
2022,CUST01181,Spending Drift
2022,CUST01181,Channel Drift
2022,CUST01186,Divorce
2022,CUST01187,Channel Drift
2022,CUST01189,Retirement Drift
2022,CUST01190,Spending Drift
2022,CUST01192,Channel Drift
2022,CUST01192,Retirement Drift
2022,CUST01195,Retirement
2022,CUST01195,Retirement Drift
2022,CUST01201,Promotion
2022,CUST01214,Spending Drift
2022,CUST01216,Divorce
2022,CUST01222,Retirement Drift
2022,CUST01229,Job Loss
2022,CUST01229,Policy Lapse
2022,CUST01229,Policy Reactivation
2022,CUST01230,Policy Lapse
2022,CUST01233,Promotion
2022,CUST01236,Channel Drift
2022,CUST01239,Promotion
2022,CUST01241,Channel Drift
2022,CUST01246,Channel Drift
2022,CUST01247,Marriage
2022,CUST01253,Retirement Drift
2022,CUST01256,Promotion
2022,CUST01258,Promotion
2022,CUST01258,Spending Drift
2022,CUST01261,Channel Drift
2022,CUST01263,Spending Drift
2022,CUST01265,Policy Lapse
2022,CUST01265,Policy Reactivation
2022,CUST01265,Spending Drift
2022,CUST01267,Promotion
2022,CUST01267,Spending Drift
2022,CUST01272,Job Loss
2022,CUST01272,Channel Drift
2022,CUST01273,Spending Drift
2022,CUST01274,Promotion
2022,CUST01282,Spending Drift
2022,CUST01288,Retirement
2022,CUST01288,Retirement Drift
2022,CUST01290,Channel Drift
2022,CUST01291,Childbirth
2022,CUST01291,Spending Drift
2022,CUST01291,Channel Drift
2022,CUST01292,Policy Lapse
2022,CUST01296,Spending Drift
2022,CUST01298,Spending Drift
2022,CUST01299,Channel Drift
2022,CUST01302,Retirement Drift
2022,CUST01304,Promotion
2022,CUST01305,Spending Drift
2022,CUST01308,Childbirth
2022,CUST01310,Divorce
2022,CUST01311,Spending Drift
2022,CUST01315,Promotion
2022,CUST01316,Policy Lapse
2022,CUST01318,Spending Drift
2022,CUST01319,Health Shock
2022,CUST01319,Spending Drift
2022,CUST01321,Retirement
2022,CUST01321,Retirement Drift
2022,CUST01325,Spending Drift
2022,CUST01331,Retirement Drift
2022,CUST01333,Promotion
2022,CUST01333,Spending Drift
2022,CUST01335,Policy Lapse
2022,CUST01335,Policy Reactivation
2022,CUST01336,Spending Drift
2022,CUST01336,Channel Drift
2022,CUST01339,Retirement Drift
2022,CUST01350,Retirement Drift
2022,CUST01354,Promotion
2022,CUST01356,Retirement
2022,CUST01356,Retirement Drift
2022,CUST01366,Policy Lapse
2022,CUST01370,Health Shock
2022,CUST01375,Retirement
2022,CUST01375,Retirement Drift
2022,CUST01377,Job Loss
2022,CUST01377,Spending Drift
2022,CUST01381,Marriage
2022,CUST01382,Promotion
2022,CUST01386,Channel Drift
2022,CUST01387,Promotion
2022,CUST01388,Retirement
2022,CUST01388,Retirement Drift
2022,CUST01389,Retirement
2022,CUST01389,Retirement Drift
2022,CUST01394,Spending Drift
2022,CUST01395,Channel Drift
2022,CUST01396,Spending Drift
2022,CUST01397,Channel Drift
2022,CUST01402,Promotion
2022,CUST01405,Retirement Drift
2022,CUST01406,Channel Drift
2022,CUST01407,Policy Lapse
2022,CUST01411,Marriage
2022,CUST01411,Divorce
2022,CUST01412,Spending Drift
2022,CUST01414,Retirement Drift
2022,CUST01418,Retirement Drift
2022,CUST01419,Retirement
2022,CUST01419,Policy Lapse
2022,CUST01419,Retirement Drift
2022,CUST01420,Health Shock
2022,CUST01422,Retirement Drift
2022,CUST01424,Promotion
2022,CUST01427,Promotion
2022,CUST01445,Retirement
2022,CUST01445,Retirement Drift
2022,CUST01450,Channel Drift
2022,CUST01455,Retirement
2022,CUST01455,Retirement Drift
2022,CUST01457,Spending Drift
2022,CUST01459,Spending Drift
2022,CUST01461,Promotion
2022,CUST01461,Channel Drift
2022,CUST01463,Policy Lapse
2022,CUST01465,Promotion
2022,CUST01470,Job Loss
2022,CUST01470,Policy Lapse
2022,CUST01470,Policy Reactivation
2022,CUST01473,Spending Drift
2022,CUST01474,Retirement Drift
2022,CUST01475,Retirement Drift
2022,CUST01477,Spending Drift
2022,CUST01479,Promotion
2022,CUST01479,Spending Drift
2022,CUST01481,Promotion
2022,CUST01482,Promotion
2022,CUST01483,Promotion
2022,CUST01484,Channel Drift
2022,CUST01486,Spending Drift
2022,CUST01488,Spending Drift
2022,CUST01491,Retirement Drift
2022,CUST01492,Channel Drift
2022,CUST01493,Channel Drift
2022,CUST01501,Policy Lapse
2022,CUST01501,Policy Reactivation
2022,CUST01503,Promotion
2022,CUST01505,Policy Lapse
2022,CUST01505,Policy Reactivation
2022,CUST01505,Channel Drift
2022,CUST01512,Promotion
2022,CUST01513,Spending Drift
2022,CUST01514,Spending Drift
2022,CUST01519,Spending Drift
2022,CUST01522,Retirement Drift
2022,CUST01523,Policy Lapse
2022,CUST01523,Marriage
2022,CUST01530,Spending Drift
2022,CUST01534,Promotion
2022,CUST01537,Channel Drift
2022,CUST01539,Spending Drift
2022,CUST01540,Job Loss
2022,CUST01541,Retirement Drift
2022,CUST01547,Policy Lapse
2022,CUST01549,Policy Lapse
2022,CUST01555,Marriage
2022,CUST01556,Channel Drift
2022,CUST01559,Promotion
2022,CUST01559,Channel Drift
2022,CUST01561,Channel Drift
2022,CUST01562,Retirement Drift
2022,CUST01564,Promotion
2022,CUST01565,Channel Drift
2022,CUST01565,Retirement Drift
2022,CUST01567,Promotion
2022,CUST01569,Spending Drift
2022,CUST01571,Spending Drift
2022,CUST01576,Retirement
2022,CUST01576,Retirement Drift
2022,CUST01579,Promotion
2022,CUST01579,Channel Drift
2022,CUST01580,Health Shock
2022,CUST01581,Channel Drift
2022,CUST01583,Promotion
2022,CUST01583,Spending Drift
2022,CUST01585,Spending Drift
2022,CUST01587,Promotion
2022,CUST01588,Retirement
2022,CUST01588,Retirement Drift
2022,CUST01589,Channel Drift
2022,CUST01591,Channel Drift
2022,CUST01592,Childbirth
2022,CUST01592,Spending Drift
2022,CUST01595,Policy Lapse
2022,CUST01595,Retirement Drift
2022,CUST01608,Promotion
2022,CUST01611,Spending Drift
2022,CUST01615,Channel Drift
2022,CUST01619,Channel Drift
2022,CUST01630,Health Shock
2022,CUST01632,Promotion
2022,CUST01633,Promotion
2022,CUST01633,Spending Drift
2022,CUST01638,Spending Drift
2022,CUST01639,Retirement Drift
2022,CUST01644,Promotion
2022,CUST01651,Spending Drift
2022,CUST01655,Spending Drift
2022,CUST01657,Retirement Drift
2022,CUST01662,Channel Drift
2022,CUST01663,Divorce
2022,CUST01665,Job Loss
2022,CUST01665,Channel Drift
2022,CUST01672,Spending Drift
2022,CUST01675,Promotion
2022,CUST01682,Retirement Drift
2022,CUST01685,Retirement
2022,CUST01685,Retirement Drift
2022,CUST01687,Spending Drift
2022,CUST01687,Retirement Drift
2022,CUST01688,Channel Drift
2022,CUST01689,Channel Drift
2022,CUST01691,Channel Drift
2022,CUST01693,Channel Drift
2022,CUST01694,Spending Drift
2022,CUST01695,Spending Drift
2022,CUST01696,Retirement Drift
2022,CUST01697,Promotion
2022,CUST01697,Spending Drift
2022,CUST01698,Promotion
2022,CUST01701,Policy Lapse
2022,CUST01701,Policy Reactivation
2022,CUST01701,Spending Drift
2022,CUST01703,Retirement Drift
2022,CUST01704,Channel Drift
2022,CUST01705,Retirement Drift
2022,CUST01707,Retirement Drift
2022,CUST01709,Policy Lapse
2022,CUST01709,Policy Reactivation
2022,CUST01710,Promotion
2022,CUST01710,Spending Drift
2022,CUST01712,Retirement
2022,CUST01712,Retirement Drift
2022,CUST01714,Retirement Drift
2022,CUST01715,Spending Drift
2022,CUST01719,Channel Drift
2022,CUST01720,Promotion
2022,CUST01722,Promotion
2022,CUST01726,Retirement
2022,CUST01726,Retirement Drift
2022,CUST01727,Spending Drift
2022,CUST01728,Retirement Drift
2022,CUST01730,Policy Lapse
2022,CUST01733,Retirement
2022,CUST01733,Retirement Drift
2022,CUST01734,Policy Lapse
2022,CUST01734,Policy Reactivation
2022,CUST01738,Retirement
2022,CUST01738,Retirement Drift
2022,CUST01741,Promotion
2022,CUST01743,Promotion
2022,CUST01748,Marriage
2022,CUST01748,Channel Drift
2022,CUST01749,Retirement Drift
2022,CUST01750,Channel Drift
2022,CUST01751,Health Shock
2022,CUST01756,Channel Drift
2022,CUST01758,Job Loss
2022,CUST01760,Retirement
2022,CUST01760,Retirement Drift
2022,CUST01761,Promotion
2022,CUST01763,Retirement Drift
2022,CUST01764,Retirement
2022,CUST01764,Health Shock
2022,CUST01764,Retirement Drift
2022,CUST01766,Channel Drift
2022,CUST01774,Promotion
2022,CUST01776,Marriage
2022,CUST01776,Spending Drift
2022,CUST01777,Promotion
2022,CUST01777,Channel Drift
2022,CUST01782,Retirement Drift
2022,CUST01785,Retirement Drift
2022,CUST01789,Channel Drift
2022,CUST01791,Retirement Drift
2022,CUST01793,Spending Drift
2022,CUST01798,Spending Drift
2022,CUST01799,Retirement Drift
2022,CUST01800,Spending Drift
2022,CUST01801,Channel Drift
2022,CUST01806,Spending Drift
2022,CUST01808,Policy Lapse
2022,CUST01808,Policy Reactivation
2022,CUST01811,Health Shock
2022,CUST01811,Retirement Drift
2022,CUST01813,Retirement Drift
2022,CUST01814,Channel Drift
2022,CUST01815,Spending Drift
2022,CUST01820,Policy Lapse
2022,CUST01820,Spending Drift
2022,CUST01827,Promotion
2022,CUST01827,Divorce
2022,CUST01828,Spending Drift
2022,CUST01831,Promotion
2022,CUST01832,Promotion
2022,CUST01835,Retirement
2022,CUST01835,Retirement Drift
2022,CUST01836,Promotion
2022,CUST01837,Promotion
2022,CUST01837,Channel Drift
2022,CUST01838,Retirement
2022,CUST01838,Spending Drift
2022,CUST01838,Retirement Drift
2022,CUST01839,Channel Drift
2022,CUST01843,Policy Lapse
2022,CUST01843,Channel Drift
2022,CUST01853,Retirement
2022,CUST01853,Retirement Drift
2022,CUST01856,Promotion
2022,CUST01857,Retirement Drift
2022,CUST01859,Retirement Drift
2022,CUST01860,Spending Drift
2022,CUST01863,Policy Lapse
2022,CUST01864,Promotion
2022,CUST01865,Spending Drift
2022,CUST01869,Policy Lapse
2022,CUST01869,Policy Reactivation
2022,CUST01872,Channel Drift
2022,CUST01878,Spending Drift
2022,CUST01879,Spending Drift
2022,CUST01879,Channel Drift
2022,CUST01881,Promotion
2022,CUST01885,Promotion
2022,CUST01887,Divorce
2022,CUST01889,Promotion
2022,CUST01890,Promotion
2022,CUST01893,Spending Drift
2022,CUST01894,Divorce
2022,CUST01894,Retirement Drift
2022,CUST01895,Spending Drift
2022,CUST01895,Retirement Drift
2022,CUST01896,Spending Drift
2022,CUST01897,Channel Drift
2022,CUST01898,Marriage
2022,CUST01898,Spending Drift
2022,CUST01904,Spending Drift
2022,CUST01907,Retirement
2022,CUST01907,Retirement Drift
2022,CUST01910,Retirement Drift
2022,CUST01916,Spending Drift
2022,CUST01917,Retirement Drift
2022,CUST01919,Policy Lapse
2022,CUST01923,Retirement Drift
2022,CUST01927,Promotion
2022,CUST01927,Channel Drift
2022,CUST01928,Promotion
2022,CUST01928,Channel Drift
2022,CUST01929,Retirement Drift
2022,CUST01930,Channel Drift
2022,CUST01930,Retirement Drift
2022,CUST01931,Retirement Drift
2022,CUST01933,Spending Drift
2022,CUST01935,Retirement Drift
2022,CUST01937,Spending Drift
2022,CUST01948,Spending Drift
