CustomerID,product,cluster
CUST00471,Term Life,1
CUST00474,Term Life,0
CUST00476,Term Life,0
CUST00483,Term Life,0
CUST00485,Term Life,1
CUST00492,Term Life,0
CUST00495,Term Life,2
CUST00501,Term Life,0
CUST00514,Term Life,1
CUST00519,Term Life,0
CUST00526,Term Life,1
CUST00530,Term Life,1
CUST00537,Term Life,0
CUST00543,Term Life,0
CUST00544,Term Life,0
CUST00549,Term Life,0
CUST00566,Term Life,0
CUST00580,Term Life,0
CUST00594,Term Life,0
CUST00599,Term Life,0
CUST00603,Term Life,2
CUST00614,Term Life,0
CUST00615,Term Life,1
CUST00620,Term Life,2
CUST00627,Term Life,1
CUST00630,Term Life,0
CUST00643,Term Life,2
CUST00644,Term Life,0
CUST00649,Term Life,1
CUST00658,Term Life,1
CUST00661,Term Life,0
CUST00663,Term Life,1
CUST00664,Term Life,1
CUST00671,Term Life,1
CUST00672,Term Life,1
CUST00673,Term Life,1
CUST00674,Term Life,0
CUST00678,Term Life,0
CUST00681,Term Life,1
CUST00685,Term Life,1
CUST00692,Term Life,1
CUST00703,Term Life,1
CUST00708,Term Life,2
CUST00717,Term Life,0
CUST00723,Term Life,1
CUST00725,Term Life,0
CUST00729,Term Life,1
CUST00740,Term Life,0
CUST00757,Term Life,0
CUST00759,Term Life,1
CUST00760,Term Life,1
CUST00761,Term Life,1
CUST00764,Term Life,1
CUST00787,Term Life,1
CUST00792,Term Life,0
CUST00800,Term Life,0
CUST00807,Term Life,1
CUST00808,Term Life,0
CUST00817,Term Life,2
CUST00822,Term Life,0
CUST00827,Term Life,1
CUST00831,Term Life,0
CUST00833,Term Life,0
CUST00837,Term Life,1
CUST00841,Term Life,1
CUST00845,Term Life,0
CUST00852,Term Life,0
CUST00876,Term Life,0
CUST00878,Term Life,0
CUST00879,Term Life,0
CUST00880,Term Life,0
CUST00902,Term Life,2
CUST00903,Term Life,1
CUST00906,Term Life,1
CUST00910,Term Life,0
CUST00922,Term Life,0
CUST00923,Term Life,0
CUST00931,Term Life,1
CUST00935,Term Life,0
CUST00939,Term Life,0
CUST00951,Term Life,1
CUST00952,Term Life,0
CUST00954,Term Life,0
CUST00958,Term Life,1
CUST00962,Term Life,1
CUST00970,Term Life,1
CUST00974,Term Life,0
CUST00975,Term Life,2
CUST00985,Term Life,0
CUST00988,Term Life,0
CUST00989,Term Life,0
CUST00997,Term Life,0
CUST01001,Term Life,0
CUST01012,Term Life,0
CUST01016,Term Life,0
CUST01022,Term Life,1
CUST01023,Term Life,1
CUST01026,Term Life,1
CUST01034,Term Life,1
CUST01035,Term Life,0
CUST01036,Term Life,1
CUST01044,Term Life,1
CUST01048,Term Life,0
CUST01052,Term Life,0
CUST01055,Term Life,1
CUST01057,Term Life,1
CUST01062,Term Life,0
CUST01066,Term Life,1
CUST01067,Term Life,1
CUST01075,Term Life,0
CUST01083,Term Life,0
CUST01102,Term Life,1
CUST01103,Term Life,0
CUST01104,Term Life,1
CUST01110,Term Life,1
CUST01117,Term Life,1
CUST01125,Term Life,2
CUST01126,Term Life,0
CUST01131,Term Life,0
CUST01133,Term Life,1
CUST01136,Term Life,1
CUST01145,Term Life,0
CUST01153,Term Life,0
CUST01158,Term Life,0
CUST01161,Term Life,0
CUST01166,Term Life,1
CUST01168,Term Life,1
CUST01180,Term Life,1
CUST01182,Term Life,1
CUST01193,Term Life,0
CUST01197,Term Life,1
CUST01201,Term Life,1
CUST01206,Term Life,0
CUST01207,Term Life,1
CUST01214,Term Life,1
CUST01218,Term Life,1
CUST01219,Term Life,1
CUST01221,Term Life,1
CUST01223,Term Life,0
CUST01227,Term Life,1
CUST01228,Term Life,0
CUST01234,Term Life,1
CUST01236,Term Life,0
CUST01240,Term Life,0
CUST01241,Term Life,0
CUST01247,Term Life,1
CUST01253,Term Life,0
CUST01254,Term Life,1
CUST01257,Term Life,0
CUST01259,Term Life,1
CUST01278,Term Life,1
CUST01282,Term Life,1
CUST01283,Term Life,0
CUST01285,Term Life,0
CUST01293,Term Life,0
CUST01316,Term Life,0
CUST01317,Term Life,1
CUST01321,Term Life,0
CUST01329,Term Life,1
CUST01334,Term Life,1
CUST01359,Term Life,0
CUST01363,Term Life,0
CUST01367,Term Life,1
CUST01370,Term Life,0
CUST01371,Term Life,1
CUST01372,Term Life,0
CUST01374,Term Life,1
CUST01375,Term Life,0
CUST01380,Term Life,1
CUST01392,Term Life,1
CUST01395,Term Life,1
CUST01401,Term Life,1
CUST01403,Term Life,1
CUST01406,Term Life,1
CUST01408,Term Life,0
CUST01410,Term Life,1
CUST01412,Term Life,1
CUST01423,Term Life,0
CUST01450,Term Life,0
CUST01456,Term Life,1
CUST01468,Term Life,0
CUST01469,Term Life,0
CUST01477,Term Life,0
CUST01478,Term Life,1
CUST01482,Term Life,1
CUST01483,Term Life,1
CUST01487,Term Life,1
CUST01489,Term Life,0
CUST01491,Term Life,0
CUST01493,Term Life,1
CUST01496,Term Life,1
CUST01498,Term Life,0
CUST01499,Term Life,1
CUST01515,Term Life,1
CUST01517,Term Life,1
CUST01520,Term Life,1
CUST01528,Term Life,1
CUST01529,Term Life,0
CUST01534,Term Life,1
CUST01535,Term Life,0
CUST01537,Term Life,2
CUST01539,Term Life,0
CUST01540,Term Life,2
CUST01547,Term Life,0
CUST01554,Term Life,1
CUST01558,Term Life,0
CUST01563,Term Life,1
CUST01566,Term Life,1
CUST01588,Term Life,0
CUST01590,Term Life,1
CUST01593,Term Life,1
CUST01601,Term Life,0
CUST01604,Term Life,0
CUST01607,Term Life,1
CUST01609,Term Life,1
CUST01614,Term Life,0
CUST01617,Term Life,0
CUST01619,Term Life,0
CUST01621,Term Life,1
CUST01626,Term Life,0
CUST01658,Term Life,1
CUST01659,Term Life,1
CUST01661,Term Life,0
CUST01663,Term Life,0
CUST01665,Term Life,2
CUST01666,Term Life,1
CUST01676,Term Life,1
CUST01677,Term Life,0
CUST01703,Term Life,0
CUST01706,Term Life,1
CUST01710,Term Life,1
CUST01711,Term Life,1
CUST01716,Term Life,1
CUST01719,Term Life,0
CUST01721,Term Life,0
CUST01743,Term Life,1
CUST01745,Term Life,0
CUST01750,Term Life,0
CUST01765,Term Life,1
CUST01767,Term Life,0
CUST01771,Term Life,0
CUST01774,Term Life,1
CUST01775,Term Life,1
CUST01778,Term Life,1
CUST01779,Term Life,0
CUST01784,Term Life,0
CUST01785,Term Life,0
CUST01786,Term Life,0
CUST01787,Term Life,1
CUST01798,Term Life,2
CUST01803,Term Life,0
CUST01804,Term Life,0
CUST01805,Term Life,0
CUST01808,Term Life,0
CUST01823,Term Life,0
CUST01836,Term Life,1
CUST01843,Term Life,0
CUST01846,Term Life,1
CUST01865,Term Life,1
CUST01878,Term Life,0
CUST01881,Term Life,1
CUST01883,Term Life,0
CUST01884,Term Life,0
CUST01888,Term Life,1
CUST01892,Term Life,0
CUST01895,Term Life,0
CUST01896,Term Life,1
CUST01910,Term Life,0
CUST01920,Term Life,0
CUST01922,Term Life,0
CUST01925,Term Life,0
CUST01938,Term Life,1
CUST01940,Term Life,1
CUST01945,Term Life,1
CUST01947,Term Life,0
CUST01954,Term Life,1
CUST01959,Term Life,0
CUST01966,Term Life,0
CUST01970,Term Life,2
CUST01971,Term Life,1
CUST01974,Term Life,1
CUST01975,Term Life,1
CUST01977,Term Life,1
CUST01982,Term Life,1
CUST01985,Term Life,1
CUST01987,Term Life,0
CUST01995,Term Life,0
CUST01996,Term Life,1
CUST01997,Term Life,1
CUST02000,Term Life,0
CUST02003,Term Life,0
CUST02004,Term Life,0
CUST02012,Term Life,0
CUST02035,Term Life,1
CUST02039,Term Life,1
CUST02041,Term Life,1
CUST02042,Term Life,0
CUST02046,Term Life,0
CUST02056,Term Life,0
CUST02061,Term Life,0
CUST02063,Term Life,0
CUST02067,Term Life,1
CUST02071,Term Life,0
CUST02078,Term Life,1
CUST02083,Term Life,1
CUST02084,Term Life,0
CUST02085,Term Life,1
CUST02091,Term Life,1
CUST02092,Term Life,1
CUST02094,Term Life,1
CUST02096,Term Life,0
CUST02100,Term Life,1
CUST02107,Term Life,2
CUST02115,Term Life,1
CUST02119,Term Life,1
CUST02120,Term Life,0
CUST02122,Term Life,1
CUST02126,Term Life,0
CUST02146,Term Life,0
CUST02147,Term Life,1
CUST02157,Term Life,0
CUST02158,Term Life,1
CUST02160,Term Life,1
CUST02162,Term Life,1
CUST02167,Term Life,1
CUST02183,Term Life,0
CUST02187,Term Life,1
CUST02189,Term Life,0
CUST02192,Term Life,0
CUST02206,Term Life,0
CUST02208,Term Life,1
CUST02209,Term Life,0
CUST02210,Term Life,0
CUST02213,Term Life,1
CUST02217,Term Life,1
CUST02218,Term Life,1
CUST02229,Term Life,1
CUST02236,Term Life,1
CUST02240,Term Life,0
CUST02246,Term Life,1
CUST02247,Term Life,1
CUST02262,Term Life,0
CUST02264,Term Life,0
CUST02277,Term Life,0
CUST02282,Term Life,1
CUST02290,Term Life,0
CUST02295,Term Life,1
CUST02298,Term Life,1
CUST02300,Term Life,0
CUST02306,Term Life,0
CUST02308,Term Life,2
CUST02309,Term Life,0
CUST02331,Term Life,1
CUST02354,Term Life,0
CUST02356,Term Life,1
CUST02357,Term Life,1
CUST02359,Term Life,1
CUST02364,Term Life,1
CUST02372,Term Life,0
CUST02378,Term Life,0
CUST02384,Term Life,1
CUST02393,Term Life,0
CUST02398,Term Life,0
CUST02400,Term Life,0
CUST02404,Term Life,0
CUST02406,Term Life,1
CUST02417,Term Life,0
CUST02418,Term Life,0
CUST02422,Term Life,0
CUST02423,Term Life,0
CUST02424,Term Life,0
CUST02437,Term Life,0
CUST02441,Term Life,0
CUST02447,Term Life,0
CUST02448,Term Life,0
CUST02475,Term Life,0
CUST02478,Term Life,0
CUST02481,Term Life,0
CUST02482,Term Life,1
CUST02485,Term Life,1
CUST02486,Term Life,0
CUST02490,Term Life,1
CUST02493,Term Life,1
CUST02496,Term Life,0
CUST02507,Term Life,1
CUST02512,Term Life,1
CUST02516,Term Life,2
CUST02528,Term Life,0
CUST02532,Term Life,0
CUST02533,Term Life,0
CUST02537,Term Life,0
CUST02539,Term Life,1
CUST02542,Term Life,0
CUST02547,Term Life,0
CUST02548,Term Life,1
CUST02553,Term Life,1
CUST02561,Term Life,1
CUST02565,Term Life,0
CUST02567,Term Life,0
CUST02572,Term Life,1
CUST02576,Term Life,0
CUST02594,Term Life,1
CUST02607,Term Life,0
CUST02631,Term Life,1
CUST02634,Term Life,0
CUST02643,Term Life,1
CUST02647,Term Life,1
CUST02658,Term Life,2
CUST02667,Term Life,1
CUST02670,Term Life,0
CUST02685,Term Life,0
CUST02687,Term Life,2
CUST02689,Term Life,1
CUST02696,Term Life,1
CUST02699,Term Life,0
CUST02701,Term Life,1
CUST02711,Term Life,0
CUST02714,Term Life,1
CUST02726,Term Life,1
CUST02728,Term Life,2
CUST02735,Term Life,1
CUST02736,Term Life,0
CUST02738,Term Life,1
CUST02745,Term Life,0
CUST02748,Term Life,1
CUST02754,Term Life,0
CUST02757,Term Life,1
CUST02766,Term Life,0
CUST02786,Term Life,1
CUST02798,Term Life,1
CUST02801,Term Life,0
CUST02806,Term Life,1
CUST02811,Term Life,0
CUST02812,Term Life,0
CUST02817,Term Life,1
CUST02829,Term Life,0
CUST02839,Term Life,0
CUST02842,Term Life,1
CUST02849,Term Life,0
CUST02855,Term Life,1
CUST02857,Term Life,1
CUST02861,Term Life,0
CUST02866,Term Life,0
CUST02867,Term Life,1
CUST02872,Term Life,0
CUST02879,Term Life,1
CUST02888,Term Life,1
CUST02889,Term Life,0
CUST02892,Term Life,0
CUST02898,Term Life,0
CUST02902,Term Life,0
CUST02905,Term Life,1
CUST02907,Term Life,1
CUST02915,Term Life,1
CUST02916,Term Life,1
CUST02920,Term Life,1
CUST02927,Term Life,1
CUST02936,Term Life,1
CUST02940,Term Life,1
CUST02944,Term Life,0
CUST02952,Term Life,0
CUST02957,Term Life,0
CUST02961,Term Life,1
CUST02964,Term Life,0
CUST02972,Term Life,1
CUST02991,Term Life,1
CUST03005,Term Life,1
CUST03006,Term Life,1
CUST03015,Term Life,0
CUST03017,Term Life,0
CUST03022,Term Life,1
CUST03033,Term Life,1
CUST03035,Term Life,1
CUST03038,Term Life,2
CUST03039,Term Life,1
CUST03049,Term Life,1
CUST03068,Term Life,1
CUST03080,Term Life,1
CUST03086,Term Life,1
CUST03090,Term Life,1
CUST03093,Term Life,0
CUST03099,Term Life,0
CUST03100,Term Life,0
CUST03101,Term Life,0
CUST03112,Term Life,1
CUST03120,Term Life,1
CUST03121,Term Life,0
CUST03124,Term Life,2
CUST03126,Term Life,2
CUST03127,Term Life,1
CUST03129,Term Life,0
CUST03130,Term Life,1
CUST03138,Term Life,1
CUST03142,Term Life,1
CUST03143,Term Life,1
CUST03148,Term Life,1
CUST03149,Term Life,0
CUST03152,Term Life,2
CUST03155,Term Life,0
CUST03157,Term Life,0
CUST03161,Term Life,0
CUST03165,Term Life,0
CUST03168,Term Life,0
CUST03171,Term Life,1
CUST03180,Term Life,1
CUST03183,Term Life,0
CUST03188,Term Life,0
CUST03189,Term Life,1
CUST03192,Term Life,0
CUST03194,Term Life,0
CUST03197,Term Life,1
CUST03205,Term Life,1
CUST03209,Term Life,0
CUST03215,Term Life,1
CUST03218,Term Life,1
CUST03219,Term Life,0
CUST03220,Term Life,0
CUST03239,Term Life,1
CUST03248,Term Life,0
CUST03258,Term Life,1
CUST03269,Term Life,1
CUST03280,Term Life,1
CUST03287,Term Life,1
CUST03291,Term Life,1
CUST03292,Term Life,1
CUST03295,Term Life,0
CUST03300,Term Life,0
CUST03301,Term Life,1
CUST03304,Term Life,0
CUST03305,Term Life,2
CUST03310,Term Life,1
CUST03315,Term Life,1
CUST03324,Term Life,0
CUST03326,Term Life,1
CUST03329,Term Life,0
CUST03334,Term Life,0
CUST03345,Term Life,0
CUST03348,Term Life,1
CUST03350,Term Life,0
CUST03352,Term Life,1
CUST03367,Term Life,0
CUST03372,Term Life,1
CUST03383,Term Life,1
CUST03385,Term Life,0
CUST03392,Term Life,1
CUST03393,Term Life,1
CUST03396,Term Life,1
CUST03400,Term Life,0
CUST03402,Term Life,0
CUST03405,Term Life,0
CUST03408,Term Life,1
CUST03414,Term Life,0
CUST03420,Term Life,0
CUST03421,Term Life,0
CUST03423,Term Life,0
CUST03427,Term Life,1
CUST03429,Term Life,1
CUST03448,Term Life,1
CUST03455,Term Life,1
CUST03458,Term Life,0
CUST03464,Term Life,2
CUST03466,Term Life,1
CUST03467,Term Life,0
CUST03469,Term Life,1
CUST03473,Term Life,2
CUST03478,Term Life,1
CUST03483,Term Life,0
CUST03492,Term Life,0
CUST03498,Term Life,0
CUST03502,Term Life,0
CUST03503,Term Life,0
CUST03504,Term Life,1
CUST03505,Term Life,1
CUST03509,Term Life,0
CUST03516,Term Life,1
CUST03517,Term Life,0
CUST03527,Term Life,1
CUST03528,Term Life,1
CUST03540,Term Life,0
CUST03544,Term Life,0
CUST03552,Term Life,0
CUST03555,Term Life,1
CUST03556,Term Life,1
CUST03558,Term Life,1
CUST03563,Term Life,1
CUST03579,Term Life,0
CUST03594,Term Life,0
CUST03598,Term Life,0
CUST03599,Term Life,0
CUST03607,Term Life,1
CUST03625,Term Life,1
CUST03627,Term Life,0
CUST03629,Term Life,1
CUST03632,Term Life,1
CUST03633,Term Life,1
CUST03636,Term Life,1
CUST03638,Term Life,0
CUST03645,Term Life,0
CUST03647,Term Life,0
CUST03654,Term Life,0
CUST03658,Term Life,0
CUST03664,Term Life,0
CUST03671,Term Life,1
CUST03673,Term Life,0
CUST03675,Term Life,2
CUST03683,Term Life,1
CUST03687,Term Life,1
CUST03692,Term Life,0
CUST03698,Term Life,0
CUST03705,Term Life,0
CUST03710,Term Life,1
CUST03711,Term Life,0
CUST03713,Term Life,0
CUST03717,Term Life,1
CUST03718,Term Life,0
CUST03720,Term Life,1
CUST03724,Term Life,0
CUST03727,Term Life,0
CUST03731,Term Life,1
CUST03736,Term Life,0
CUST03747,Term Life,0
CUST03757,Term Life,1
CUST03764,Term Life,1
CUST03774,Term Life,0
CUST03784,Term Life,0
CUST03788,Term Life,0
CUST03789,Term Life,1
CUST03796,Term Life,1
CUST03801,Term Life,0
CUST03802,Term Life,0
CUST03822,Term Life,1
CUST03831,Term Life,1
CUST03834,Term Life,1
CUST03839,Term Life,0
CUST03841,Term Life,0
CUST03846,Term Life,1
CUST03848,Term Life,1
CUST03857,Term Life,0
CUST03858,Term Life,0
CUST03866,Term Life,0
CUST03877,Term Life,1
CUST03878,Term Life,1
CUST03882,Term Life,0
CUST03885,Term Life,1
CUST03888,Term Life,0
CUST03889,Term Life,0
CUST03896,Term Life,1
CUST03899,Term Life,0
CUST03905,Term Life,1
CUST03906,Term Life,1
CUST03911,Term Life,1
CUST03914,Term Life,1
CUST03917,Term Life,1
CUST03923,Term Life,1
CUST03930,Term Life,1
CUST03932,Term Life,1
CUST03935,Term Life,0
CUST03948,Term Life,1
CUST03950,Term Life,0
CUST03953,Term Life,0
CUST03964,Term Life,1
CUST03965,Term Life,0
CUST03969,Term Life,0
CUST03983,Term Life,2
CUST03985,Term Life,1
CUST03987,Term Life,1
CUST03988,Term Life,1
CUST03991,Term Life,1
CUST03992,Term Life,0
CUST03998,Term Life,1
CUST04006,Term Life,1
CUST04014,Term Life,1
CUST04021,Term Life,1
CUST04023,Term Life,0
CUST04029,Term Life,1
CUST04034,Term Life,0
CUST04036,Term Life,1
CUST04050,Term Life,0
CUST04056,Term Life,2
CUST04070,Term Life,0
CUST04071,Term Life,1
CUST04087,Term Life,0
CUST04088,Term Life,1
CUST04091,Term Life,2
CUST04092,Term Life,0
CUST04100,Term Life,0
CUST04106,Term Life,1
CUST04109,Term Life,0
CUST04115,Term Life,0
CUST04117,Term Life,1
CUST04122,Term Life,1
CUST04123,Term Life,1
CUST04124,Term Life,1
CUST04139,Term Life,1
CUST04145,Term Life,1
CUST04151,Term Life,1
CUST04154,Term Life,1
CUST04158,Term Life,0
CUST04161,Term Life,1
CUST04176,Term Life,1
CUST04178,Term Life,2
CUST04185,Term Life,0
CUST04186,Term Life,1
CUST04189,Term Life,1
CUST04192,Term Life,0
CUST04194,Term Life,0
CUST04201,Term Life,1
CUST04206,Term Life,0
CUST04207,Term Life,0
CUST04216,Term Life,1
CUST04229,Term Life,1
CUST04235,Term Life,0
CUST04241,Term Life,1
CUST04250,Term Life,1
CUST04251,Term Life,1
CUST04254,Term Life,1
CUST04257,Term Life,0
CUST04266,Term Life,0
CUST04268,Term Life,0
CUST04277,Term Life,0
CUST04283,Term Life,1
CUST04285,Term Life,0
CUST04291,Term Life,1
CUST04292,Term Life,0
CUST04294,Term Life,0
CUST04297,Term Life,0
CUST04298,Term Life,2
CUST04299,Term Life,1
CUST04305,Term Life,0
CUST04306,Term Life,1
CUST04316,Term Life,1
CUST04325,Term Life,0
CUST04327,Term Life,0
CUST04330,Term Life,1
CUST04331,Term Life,0
CUST04333,Term Life,1
CUST04335,Term Life,1
CUST04338,Term Life,0
CUST04347,Term Life,0
CUST04348,Term Life,0
CUST04355,Term Life,1
CUST04357,Term Life,1
CUST04360,Term Life,0
CUST04367,Term Life,1
CUST04371,Term Life,0
CUST04381,Term Life,1
CUST04383,Term Life,0
CUST04385,Term Life,1
CUST04389,Term Life,1
CUST04393,Term Life,0
CUST04394,Term Life,1
CUST04398,Term Life,1
CUST04399,Term Life,1
CUST04406,Term Life,1
CUST04413,Term Life,0
CUST04416,Term Life,2
CUST04422,Term Life,0
CUST04423,Term Life,2
CUST04438,Term Life,1
CUST04441,Term Life,0
CUST04452,Term Life,1
CUST04454,Term Life,0
CUST04456,Term Life,0
CUST04458,Term Life,0
CUST04475,Term Life,1
CUST04479,Term Life,1
CUST04485,Term Life,1
CUST04486,Term Life,1
CUST04488,Term Life,1
CUST04490,Term Life,0
CUST04495,Term Life,0
CUST04496,Term Life,0
CUST04497,Term Life,1
CUST04498,Term Life,0
CUST04501,Term Life,0
CUST04502,Term Life,0
CUST04510,Term Life,1
CUST04516,Term Life,0
CUST04519,Term Life,0
CUST04523,Term Life,0
CUST04527,Term Life,2
CUST04529,Term Life,1
CUST04537,Term Life,0
CUST04540,Term Life,2
CUST04548,Term Life,1
CUST04550,Term Life,0
CUST04555,Term Life,0
CUST04557,Term Life,0
CUST04559,Term Life,0
CUST04564,Term Life,0
CUST04569,Term Life,1
CUST04575,Term Life,1
CUST04581,Term Life,1
CUST04583,Term Life,0
CUST04591,Term Life,0
CUST04593,Term Life,1
CUST04594,Term Life,0
CUST04600,Term Life,1
CUST04606,Term Life,1
CUST04608,Term Life,0
CUST04611,Term Life,0
CUST04617,Term Life,1
CUST04622,Term Life,2
CUST04631,Term Life,0
CUST04632,Term Life,1
CUST04638,Term Life,2
CUST04666,Term Life,1
CUST04674,Term Life,0
CUST04680,Term Life,1
CUST04687,Term Life,0
CUST04690,Term Life,1
CUST04691,Term Life,0
CUST04695,Term Life,1
CUST04700,Term Life,1
CUST04705,Term Life,0
CUST04706,Term Life,0
CUST04720,Term Life,1
CUST04733,Term Life,1
CUST04735,Term Life,0
CUST04737,Term Life,1
CUST04738,Term Life,1
CUST04739,Term Life,0
CUST04744,Term Life,1
CUST04752,Term Life,1
CUST04756,Term Life,1
CUST04760,Term Life,1
CUST04762,Term Life,0
CUST04763,Term Life,1
CUST04770,Term Life,1
CUST04775,Term Life,1
CUST04781,Term Life,1
CUST04783,Term Life,1
CUST04793,Term Life,0
CUST04794,Term Life,0
CUST04797,Term Life,0
CUST04800,Term Life,0
CUST04806,Term Life,0
CUST04809,Term Life,0
CUST04813,Term Life,1
CUST04814,Term Life,0
CUST04818,Term Life,2
CUST04821,Term Life,1
CUST04826,Term Life,0
CUST04835,Term Life,1
CUST04840,Term Life,1
CUST04859,Term Life,0
CUST04863,Term Life,0
CUST04864,Term Life,0
CUST04865,Term Life,1
CUST04869,Term Life,0
CUST04870,Term Life,0
CUST04892,Term Life,0
CUST04894,Term Life,1
CUST04896,Term Life,1
CUST04897,Term Life,0
CUST04903,Term Life,0
CUST04905,Term Life,1
CUST04914,Term Life,1
CUST04915,Term Life,0
CUST04916,Term Life,0
CUST04919,Term Life,0
CUST04926,Term Life,0
CUST04938,Term Life,0
CUST04941,Term Life,0
CUST04943,Term Life,2
CUST04944,Term Life,1
CUST04959,Term Life,0
CUST04960,Term Life,1
CUST04962,Term Life,0
CUST04964,Term Life,0
CUST04967,Term Life,1
CUST04973,Term Life,0
CUST04976,Term Life,1
CUST04977,Term Life,1
CUST04979,Term Life,2
CUST04988,Term Life,0
